target,model,seed,horizon,ws_rmse,ws_mae,wd_mae,windows
sd1091,Wind-Mamba,46.0,2,0.6553075313568115,0.4413439929485321,6.1714701652526855,2384
sd1091,Wind-Mamba,46.0,3,0.7235252857208252,0.49352049827575684,7.097762584686279,2384
sd1091,Wind-Mamba,46.0,4,0.7729860544204712,0.5349003076553345,7.902196884155273,2384
sd1091,Wind-Mamba,46.0,5,0.7986592650413513,0.5586357116699219,8.546945571899414,2384
sd1091,Wind-Mamba,46.0,6,0.8302528262138367,0.5800409317016602,9.026365280151367,2384
sd1091,Mamba,46.0,1,0.5112666487693787,0.34052222967147827,4.769021034240723,2384
sd1091,Mamba,46.0,2,0.6397044658660889,0.440075159072876,6.200473785400391,2384
sd1091,Mamba,46.0,3,0.7139210104942322,0.49147289991378784,7.030712604522705,2384
sd1091,Mamba,46.0,4,0.7696123719215393,0.5359987616539001,7.691317081451416,2384
sd1091,Mamba,46.0,5,0.8071391582489014,0.5649996995925903,8.294079780578613,2384
sd1091,Mamba,46.0,6,0.8403838276863098,0.5910032391548157,8.760481834411621,2384
sd1091,Autoformer,46.0,1,0.541000247001648,0.3637876510620117,5.24808406829834,2384
sd1091,Autoformer,46.0,2,0.6636450886726379,0.4551314413547516,6.383766174316406,2384
sd1091,Autoformer,46.0,3,0.7350233197212219,0.5085850954055786,7.1553144454956055,2384
sd1091,Autoformer,46.0,4,0.788694441318512,0.549710750579834,7.756893157958984,2384
sd1091,Autoformer,46.0,5,0.8198130130767822,0.5741696953773499,8.31558609008789,2384
sd1091,Autoformer,46.0,6,0.8427940011024475,0.5923346281051636,8.798236846923828,2384
